smiles,cano_smiles,CMC,ST,KOW,i,tox_pred_label_sum
CC1(COCC(F)(F)F)COC1,CC1(COCC(F)(F)F)COC1,0.74268883,25.79017,1.279654,0,0.0
CC(=O)N[C@H](CC(C)(F)C(F)(F)F)C(=O)O,CC(=O)N[C@H](CC(C)(F)C(F)(F)F)C(=O)O,-0.17655739,32.466026,0.9089311,0,0.0
NC1(C(F)(F)F)CCCO1,NC1(C(F)(F)F)CCCO1,0.46376783,25.390053,0.60261804,0,0.0
NC(=O)N1CCN(F)C(F)(F)C1(F)F,NC(=O)N1CCN(F)C(F)(F)C1(F)F,-0.073614135,29.990124,0.8539859,0,0.0
O=C(CC(O)(C(F)(F)F)C(F)(F)Cl)N1CCCCC1,O=C(CC(O)(C(F)(F)F)C(F)(F)Cl)N1CCCCC1,-0.070180036,36.25653,2.3722239,0,0.0
CC(F)(F)C(O)(O)COCC(F)(F)F,CC(F)(F)C(O)(O)COCC(F)(F)F,0.7314421,23.679207,1.0364635,0,0.0
C[C@H](CSC(F)(F)F)OCC(=O)O,C[C@H](CSC(F)(F)F)OCC(=O)O,0.7432549,31.512568,1.34371,0,0.0
Nc1cc(F)c(C(F)(F)F)cn1,Nc1cc(F)c(C(F)(F)F)cn1,0.24749596,30.667683,1.7425671,0,0.0
CCOC(C)(O)CC(OC)C(F)(F)F,CCOC(C)(O)CC(OC)C(F)(F)F,0.93419313,25.207317,1.3682778,0,0.0
FC(F)(F)COC1(C(F)(F)F)CCCCC1I,FC(F)(F)COC1(C(F)(F)F)CCCCC1I,0.3275934,27.611038,4.214068,0,0.0
O=C1Cc2ccccc2N1CCN1CCC(F)(F)S1(=O)=O,O=C1Cc2ccccc2N1CCN1CCC(F)(F)S1(=O)=O,-0.71433914,49.71498,1.7029922,0,0.0
O=C(NF)C(F)(F)C(F)(F)Cl,O=C(NF)C(F)(F)C(F)(F)Cl,0.2451467,22.092463,1.5243855,0,0.0
FC(F)C(F)(F)COC1OCCO1,FC(F)C(F)(F)COC1OCCO1,0.23758478,26.713928,0.9022061,0,0.0
CCOP(=O)(OC)OCCC(F)(F)F,CCOP(=O)(OC)OCCC(F)(F)F,0.48042077,27.101263,1.0360609,0,0.0
C=C(CC(C)C(F)(F)C(F)(F)F)C(=O)OC(=O)C(CC)NC(=O)OCC,C=C(CC(C)C(F)(F)C(F)(F)F)C(=O)OC(=O)C(CC)NC(=O)OCC,-0.55938494,31.41426,3.6686745,0,0.0
C=CC(O)(CC)C(F)(F)F,C=CC(O)(CC)C(F)(F)F,0.70746356,21.91373,1.8149134,0,0.0
O=C1CC(C(F)(F)F)CC(F)(F)O1,O=C1CC(C(F)(F)F)CC(F)(F)O1,-0.09612827,22.3767,1.7007904,0,0.0
C[C@H]1CCC(=O)C1(C(F)(F)F)C(F)(F)F,C[C@H]1CCC(=O)C1(C(F)(F)F)C(F)(F)F,-0.18823993,22.671484,2.5739093,0,0.0
CC(=O)Nc1cc(C(F)(F)F)ccc1F,CC(=O)Nc1cc(C(F)(F)F)ccc1F,-0.16302101,32.505863,2.2080066,0,0.0
O=C1C(C(O)(F)F)CC(F)(F)C1(F)F,O=C1C(C(O)(F)F)CC(F)(F)C1(F)F,-0.32789725,20.511894,1.5341705,0,0.0
FC(F)(F)C1CCC(Br)C1(F)F,FC(F)(F)C1CCC(Br)C1(F)F,0.19576485,22.100552,3.2406623,0,0.0
CC(F)(F)C(O)(F)C(F)(F)C=O,CC(F)(F)C(O)(F)C(F)(F)C=O,0.18352541,20.244236,1.1673084,0,0.0
CC(F)C(F)(F)C(=O)OCC(F)(F)F,CC(F)C(F)(F)C(=O)OCC(F)(F)F,0.024367016,18.700676,2.2404346,0,0.0
OCC(F)(F)COC(F)(F)F,OCC(F)(F)COC(F)(F)F,0.624757,20.336147,1.1383417,0,0.0
CCOC(=O)C(OC)C(O)(C(F)F)C(F)(F)F,CCOC(=O)C(OC)C(O)(C(F)F)C(F)(F)F,0.13737933,25.260292,1.4880779,0,0.0
O=C(O)Cc1cc(F)c(F)c(C(F)(F)F)c1F,O=C(O)Cc1cc(F)c(F)c(C(F)(F)F)c1F,-0.57359874,30.937847,2.8630323,0,0.0
FC(F)(F)COCC1C=CP(OCC(F)(F)F)OC1,FC(F)(F)COCC1C=CP(OCC(F)(F)F)OC1,-0.15386538,26.662292,2.3548417,0,0.0
CC(=O)C(C(C)=O)C(F)(F)F,CC(=O)C(C(C)=O)C(F)(F)F,0.24431701,26.944931,1.155997,0,0.0
CCN(CC)C(=O)CC(O)C(C(F)(F)F)C(F)(F)Cl,CCN(CC)C(=O)CC(O)C(C(F)(F)F)C(F)(F)Cl,0.52809155,29.825302,2.5309622,0,0.0
CS(=O)C(F)(F)C(F)(F)F,CS(=O)C(F)(F)C(F)(F)F,0.26348376,21.855305,1.0582755,0,0.0
C=CCC(O)(C(N)=O)C(F)(F)C(F)(F)C(F)(F)F,C=CCC(O)(C(N)=O)C(F)(F)C(F)(F)C(F)(F)F,-0.4044237,25.389698,2.130297,0,0.0
CC1(C(F)(F)F)NP(=O)(N2CCCCC2)O1,CC1(C(F)(F)F)NP(=O)(N2CCCCC2)O1,0.2304521,36.41269,1.6516073,0,0.0
CN(C(=O)O)C(=O)CC(O)c1cccc(C(F)(F)F)c1,CN(C(=O)O)C(=O)CC(O)c1cccc(C(F)(F)F)c1,-0.32163876,44.117676,1.8064029,0,0.0
CCOC(=O)C(=O)C(C)C(F)(F)C(F)F,CCOC(=O)C(=O)C(C)C(F)(F)C(F)F,-0.054532867,25.898174,1.8286772,0,0.0
Cc1cc(C(F)(F)F)ccc1C(=O)O,Cc1cc(C(F)(F)F)ccc1C(=O)O,-0.020645345,33.301647,3.1024258,0,0.0
C[C@H](CC(F)(F)F)C(=O)O,C[C@H](CC(F)(F)F)C(=O)O,0.5260656,25.543686,1.4538957,0,0.0
CC1(F)CC(F)(F)C(N)(C(=O)[O-])C1(F)F,CC1(F)CC(F)(F)C(N)(C(=O)[O-])C1(F)F,-0.7720851,24.22897,1.233683,0,0.0
C[Sn](C)(C)C(F)C(O)C(F)(F)F,C[Sn](C)(C)C(F)C(O)C(F)(F)F,0.7813165,22.931377,1.7108971,0,0.0
CCOC(=O)C(N)(F)C(F)(F)OC(F)(F)C(=O)F,CCOC(=O)C(N)(F)C(F)(F)OC(F)(F)C(=O)F,0.021975255,23.361835,1.6360273,0,0.0
CC(F)(F)C(F)(F)C(=O)OCCO,CC(F)(F)C(F)(F)C(=O)OCCO,0.30850053,24.972712,1.1625066,0,0.0
CCOC(=O)[C@](O)(C(=O)OC)C(F)(F)F,CCOC(=O)[C@](O)(C(=O)OC)C(F)(F)F,0.04731055,30.306376,1.0151489,0,0.0
CC(F)(F)C(F)(F)P(=O)(O)OCCCOC(=O)[O-],CC(F)(F)C(F)(F)P(=O)(O)OCCCOC(=O)[O-],-0.334076,30.052404,0.5625416,0,0.0
CC1(C)C(CO)C(F)(F)C1(F)F,CC1(C)C(CO)C(F)(F)C1(F)F,-0.05301889,22.077225,2.1436996,0,0.0
CC(NC(=O)C(F)C(F)(F)F)C(=O)C(F)(F)F,CC(NC(=O)C(F)C(F)(F)F)C(=O)C(F)(F)F,-0.18415615,23.86523,1.5414345,0,0.0
O=C(O)c1c(F)c(F)cc(C(F)(F)F)c1F,O=C(O)c1c(F)c(F)cc(C(F)(F)F)c1F,-0.47546077,29.032566,2.7878413,0,0.0
OCC(CO)C(F)(F)C(F)F,OCC(CO)C(F)(F)C(F)F,0.38585967,27.858982,0.41815382,0,0.0
Cn1cc(C(F)(F)F)c(N)n1,Cn1cc(C(F)(F)F)c(N)n1,0.53992516,33.526543,0.88188636,0,0.0
OC(Cc1ccc(Br)cc1)C(F)(F)F,OC(Cc1ccc(Br)cc1)C(F)(F)F,0.5763446,33.595222,3.1692762,0,0.0
CCC(F)(Cl)C(F)(F)C(F)(F)C(=O)O,CCC(F)(Cl)C(F)(F)C(F)(F)C(=O)O,-0.19619028,20.74976,2.056996,0,0.0
COC(C)(F)C(F)(F)C(F)(F)CO,COC(C)(F)C(F)(F)C(F)(F)CO,0.095377594,20.182371,1.5909365,0,0.0
NS(=O)(=O)C1CC(F)(F)C1(F)F,NS(=O)(=O)C1CC(F)(F)C1(F)F,-0.2137216,30.917868,0.7717268,0,0.0
CNC(=O)C(CC(F)(F)C(F)(F)C(F)(F)F)C(C)O,CNC(=O)C(CC(F)(F)C(F)(F)C(F)(F)F)C(C)O,-0.76689744,28.25877,1.7680868,0,0.0
CC(=O)c1ccc(C(F)(F)F)c(F)c1F,CC(=O)c1ccc(C(F)(F)F)c(F)c1F,-0.41177058,27.906292,2.9050694,0,0.0
FC(F)C(F)(F)C(F)(F)COC1CO1,FC(F)C(F)(F)C(F)(F)COC1CO1,0.12640955,21.65908,1.7323278,0,0.0
COC(=O)CS(=O)C(F)(F)F,COC(=O)CS(=O)C(F)(F)F,0.17297468,29.504368,0.46797523,0,0.0
CC(F)(F)C(O)(F)C(F)(F)C(=O)CO,CC(F)(F)C(O)(F)C(F)(F)C(=O)CO,0.08375645,25.776371,0.9581069,0,0.0
O=P(Cl)(Cc1ccccc1)N1CCCC(OCC(F)(F)F)S1,O=P(Cl)(Cc1ccccc1)N1CCCC(OCC(F)(F)F)S1,-0.3511547,40.248184,2.8521075,0,0.0
O=C1OCCOCC(F)(F)C1(F)F,O=C1OCCOCC(F)(F)C1(F)F,-0.46368092,26.56103,0.5116734,0,0.0
CC1(F)NC(=O)C(F)(F)C1(F)F,CC1(F)NC(=O)C(F)(F)C1(F)F,-0.257193,20.59253,1.3575414,0,0.0
COCc1c(C(=O)O)cccc1C(F)(F)F,COCc1c(C(=O)O)cccc1C(F)(F)F,-0.07946025,34.318077,2.3496933,0,0.0
CC(C)(C)C1(O)OCC(C)(F)C(F)(F)C1(F)F,CC(C)(C)C1(O)OCC(C)(F)C(F)(F)C1(F)F,-0.41598383,21.513536,3.066053,0,0.0
O=C1NCC(F)(C(F)(F)F)C1(F)F,O=C1NCC(F)(C(F)(F)F)C1(F)F,-0.3395356,21.594982,1.2410357,0,0.0
OCC(F)(F)C(F)(F)OCCC(F)(F)F,OCC(F)(F)C(F)(F)OCCC(F)(F)F,0.23317905,19.076288,2.135542,0,0.0
FC(Cl)C(F)(F)C1(F)CO1,FC(Cl)C(F)(F)C1(F)CO1,0.18304858,20.088793,1.7689155,0,0.0
CCC(CCC(=O)OC)(OC(C)=O)C(O)C(F)(F)C(F)(F)C(F)(F)F,CCC(CCC(=O)OC)(OC(C)=O)C(O)C(F)(F)C(F)(F)C(F)(F)F,-1.0858086,28.148718,2.9219003,0,0.0
CC1=CC(O)(C(F)(F)F)C(F)(F)O1,CC1=CC(O)(C(F)(F)F)C(F)(F)O1,-0.06091711,21.340277,2.0686345,0,0.0
CC(N)(CN=C(C(=O)O)C(F)(F)F)C(F)(F)F,CC(N)(CN=C(C(=O)O)C(F)(F)F)C(F)(F)F,0.053070176,26.275036,0.30263275,0,0.0
CCC1(F)CCNC(F)(F)C1(F)F,CCC1(F)CCNC(F)(F)C1(F)F,0.097899206,20.361658,2.318618,0,0.0
COCC(F)(F)C(F)Cl,COCC(F)(F)C(F)Cl,0.7022283,20.176046,1.5045073,0,0.0
NC(=O)c1ccc(C(F)(F)F)cc1F,NC(=O)c1ccc(C(F)(F)F)cc1F,-0.08729275,32.385235,1.6034925,0,0.0
O=C1COC(C(F)(F)C(F)(F)F)C1,O=C1COC(C(F)(F)C(F)(F)F)C1,-0.16842575,26.042736,1.2934545,0,0.0
FC1=NCOCCC(F)(F)C1(F)F,FC1=NCOCCC(F)(F)C1(F)F,-0.30493918,24.050974,1.5121275,0,0.0
CCC1(F)C(=O)OC(C)C(F)(F)C1(F)F,CCC1(F)C(=O)OC(C)C(F)(F)C1(F)F,-0.7369404,21.288307,2.2142587,0,0.0
O=C(F)COCC(F)(F)C(F)C(F)(F)F,O=C(F)COCC(F)(F)C(F)C(F)(F)F,0.07146823,19.834324,1.6889582,0,0.0
NC(=O)C(F)(F)C(F)OC(F)F,NC(=O)C(F)(F)C(F)OC(F)F,0.53566945,22.555721,0.78945243,0,0.0
CC12CNC(C(F)(F)C(F)(F)F)(C1)N2,CC12CNC(C(F)(F)C(F)(F)F)(C1)N2,-0.022873491,24.518826,1.4691131,0,0.0
Nc1cnc(OC(F)(F)F)cc1F,Nc1cnc(OC(F)(F)F)cc1F,0.15876326,33.01175,2.1689124,0,0.0
CC(=O)Oc1cc(C(F)(F)F)ccn1,CC(=O)Oc1cc(C(F)(F)F)ccn1,-0.26837942,33.225933,1.7842398,0,0.0
O=S(=O)(CO)C(F)(F)F,O=S(=O)(CO)C(F)(F)F,0.51015174,34.36958,0.36225185,0,0.0
CC(=O)OCC(C)(O)C(F)(F)F,CC(=O)OCC(C)(O)C(F)(F)F,0.27311426,25.796911,0.89028186,0,0.0
FC(F)(F)C12COC(C1)C2(F)F,FC(F)(F)C12COC(C1)C2(F)F,-0.17482193,20.342598,1.7585787,0,0.0
CC1(C(F)(F)F)CCC(=N)C1,CC1(C(F)(F)F)CCC(=N)C1,0.7046033,28.038834,1.899082,0,0.0
CCOP(=O)(OCC)C(F)(F)OCCC(F)(F)F,CCOP(=O)(OCC)C(F)(F)OCCC(F)(F)F,0.3533169,23.570414,1.9226654,0,0.0
OCc1cc(F)c(F)c(C(F)(F)F)c1,OCc1cc(F)c(F)c(C(F)(F)F)c1,-0.052944314,29.94223,2.488293,0,0.0
CCOC(=O)C(CC)C(F)(F)F,CCOC(=O)C(CC)C(F)(F)F,0.6268704,23.00468,2.488563,0,0.0
CCc1nc(C(F)(F)C(F)F)cc(C(=O)O)c1C,CCc1nc(C(F)(F)C(F)F)cc(C(=O)O)c1C,-0.57496154,33.245617,2.8153486,0,0.0
O=C(O)c1cc(F)c(C(F)(F)F)c(F)c1F,O=C(O)c1cc(F)c(C(F)(F)F)c(F)c1F,-0.48771244,29.555212,3.103806,0,0.0
FC(F)(F)C12COC1(C(F)(F)F)O2,FC(F)(F)C12COC1(C(F)(F)F)O2,-0.16139145,19.220778,2.0503914,0,0.0
CC1(F)C(=O)NC(=O)C(F)(F)C1(F)F,CC1(F)C(=O)NC(=O)C(F)(F)C1(F)F,-0.58961606,23.956923,1.0746717,0,0.0
CC1(O)OC(F)(F)C(F)(F)O1,CC1(O)OC(F)(F)C(F)(F)O1,0.041413087,21.31494,1.1864742,0,0.0
O=C1OC(O)(F)C(F)(F)C(F)(F)O1,O=C1OC(O)(F)C(F)(F)C(F)(F)O1,-0.4288508,24.175158,1.0072277,0,0.0
CC(O)(C=C(F)F)C(F)(F)F,CC(O)(C=C(F)F)C(F)(F)F,0.46886677,20.055382,1.8310401,0,0.0
NC(=O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,NC(=O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,-0.43028674,25.069279,1.1279474,0,0.0
O=c1cc(C(F)(F)C(F)(F)F)c(CO)c[nH]1,O=c1cc(C(F)(F)C(F)(F)F)c(CO)c[nH]1,-0.5088551,34.41767,1.0466754,0,0.0
NC1(C(F)(F)F)CC1(Cl)Cl,NC1(C(F)(F)F)CC1(Cl)Cl,0.32852882,26.512661,1.9276508,0,0.0
OC1(OCC(F)(F)F)OC1(F)F,OC1(OCC(F)(F)F)OC1(F)F,0.34585544,20.485518,1.1749369,0,0.0
FC(F)(F)C1(CI)CO1,FC(F)(F)C1(CI)CO1,0.5274069,27.551788,1.9135164,0,0.0
CN1CCC(O)(C(=O)O)CC1(C(F)(F)F)C(F)(F)F,CN1CCC(O)(C(=O)O)CC1(C(F)(F)F)C(F)(F)F,-0.607976,31.202509,0.49216947,0,0.0
NC(=O)c1ccc(C(F)(F)F)c(F)c1F,NC(=O)c1ccc(C(F)(F)F)c(F)c1F,-0.27055284,31.46915,1.8578656,0,0.0
OCc1cc(C(F)(F)F)c(C(F)(F)F)[nH]1,OCc1cc(C(F)(F)F)c(C(F)(F)F)[nH]1,-0.023936462,27.998926,2.226668,0,0.0
Cc1nc(F)cc(C(F)(F)F)c1F,Cc1nc(F)cc(C(F)(F)F)c1F,-0.025808984,24.613804,2.5779078,0,0.0
O=C1NCCC1C(O)(C(F)(F)F)C(F)(F)F,O=C1NCCC1C(O)(C(F)(F)F)C(F)(F)F,-0.5007918,31.199795,1.0453438,0,0.0
CCS(=O)(=O)OCC(F)(F)F,CCS(=O)(=O)OCC(F)(F)F,0.4511302,32.08384,0.9598654,0,0.0
Nc1ccc(C(F)(F)F)cc1C(=O)F,Nc1ccc(C(F)(F)F)cc1C(=O)F,0.04571744,31.166525,2.863896,0,0.0
COc1cc(C(SC)C(F)(F)F)cc(C)c1N,COc1cc(C(SC)C(F)(F)F)cc(C)c1N,0.3812089,37.544735,3.2466311,0,0.0
O=C(CC(O)(C(F)(F)F)C(F)(F)F)N1CCCCC1,O=C(CC(O)(C(F)(F)F)C(F)(F)F)N1CCCCC1,-0.13899511,35.036633,2.0607054,0,0.0
FC1(F)CCC(C(F)(F)F)O1,FC1(F)CCC(C(F)(F)F)O1,0.28468227,18.284986,2.1040425,0,0.0
CC1(CO)CC(F)(F)C(F)(F)C1(F)F,CC1(CO)CC(F)(F)C(F)(F)C1(F)F,-0.55259836,20.26052,2.247263,0,0.0
Cc1cc(C(F)(F)F)on1,Cc1cc(C(F)(F)F)on1,0.32961085,25.579721,1.7185463,0,0.0
Cc1cc(NC(=O)C(F)(F)F)c(F)cc1F,Cc1cc(NC(=O)C(F)(F)F)c(F)cc1F,-6.91e-06,31.10946,2.9364164,0,0.0
C[C@H](CCO)C(F)(F)F,C[C@H](CCO)C(F)(F)F,0.95066845,23.436607,1.3731043,0,0.0
COC(=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)F,COC(=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)F,-0.7319044,23.997646,2.1510546,0,0.0
O=C(NOCCO)C(F)(F)C(F)F,O=C(NOCCO)C(F)(F)C(F)F,0.48799396,32.00645,0.28013343,0,0.0
C=C1C(=O)CC(C(F)(F)C(F)F)C1(C)F,C=C1C(=O)CC(C(F)(F)C(F)F)C1(C)F,-0.45519814,23.363188,2.0789077,0,0.0
CCCP(=O)(OCC)C(C)C(F)(F)F,CCCP(=O)(OCC)C(C)C(F)(F)F,0.68117833,25.471296,2.139666,0,0.0
CC1(C(F)C(F)(F)C=O)CC1,CC1(C(F)C(F)(F)C=O)CC1,0.579934,23.239872,1.8743811,0,0.0
CCCP(=O)(OCC)OCC(F)(F)C(F)F,CCCP(=O)(OCC)OCC(F)(F)C(F)F,0.36104256,26.00236,1.9824369,0,0.0
N=C(NCC(F)(F)F)C(O)C(F)(F)F,N=C(NCC(F)(F)F)C(O)C(F)(F)F,0.44733086,26.602514,1.064872,0,0.0
O=C1CC(C(F)(F)F)CC2CC1(C(F)(F)F)CO2,O=C1CC(C(F)(F)F)CC2CC1(C(F)(F)F)CO2,-0.56376207,28.156387,2.0230956,0,0.0
O=CC1CC(F)(F)C1(F)F,O=CC1CC(F)(F)C1(F)F,-0.063219585,22.04516,1.1629789,0,0.0
CC(F)(F)C(=O)C=O,CC(F)(F)C(=O)C=O,0.5718001,25.610043,0.33821473,0,0.0
COC(=O)C(F)(F)C(F)(F)C(CO)OC,COC(=O)C(F)(F)C(F)(F)C(CO)OC,0.17442909,26.053371,0.827062,0,0.0
CC1(C)CC(O)(F)C(F)(F)C1(F)F,CC1(C)CC(O)(F)C(F)(F)C1(F)F,-0.08466147,19.24229,2.5741308,0,0.0
FC(F)(F)C(F)(F)C1C=CCC1,FC(F)(F)C(F)(F)C1C=CCC1,0.42021117,20.474104,3.3187459,0,0.0
O=C1CCC(C(F)(F)C(F)(F)F)N1,O=C1CCC(C(F)(F)C(F)(F)F)N1,-0.23692176,26.51794,1.2120111,0,0.0
CC1OC(C(F)(F)C(F)F)OC1=O,CC1OC(C(F)(F)C(F)F)OC1=O,-0.22953992,25.141129,1.1592457,0,0.0
CCOC(=O)C1CC(F)(F)OC(C)(F)C1(F)F,CCOC(=O)C1CC(F)(F)OC(C)(F)C1(F)F,-0.7839276,21.759754,3.0245411,0,0.0
FC(F)(F)C1=NOC(C(F)(F)F)OC1,FC(F)(F)C1=NOC(C(F)(F)F)OC1,0.009068305,20.966892,1.8228098,0,0.0
COC(=O)c1cc(C(F)(F)F)cc(C)n1,COC(=O)c1cc(C(F)(F)F)cc(C)n1,-0.35882038,31.717999,2.215698,0,0.0
NC1=NC(C(F)(F)F)OC1(F)F,NC1=NC(C(F)(F)F)OC1(F)F,0.23417524,21.410728,1.202574,0,0.0
COC(=O)C(Br)C(F)(F)F,COC(=O)C(Br)C(F)(F)F,0.49948874,27.394526,1.7153447,0,0.0
O=C1CC(C(F)(F)F)NC(=O)O1,O=C1CC(C(F)(F)F)NC(=O)O1,-0.12902749,33.841217,0.07379175,0,0.0
CC1(F)C(O)(F)C(F)(F)C1(F)F,CC1(F)C(O)(F)C(F)(F)C1(F)F,-0.28419903,17.186129,1.9045557,0,0.0
CC(=O)N[C@@H](CSC(F)(F)F)C(=O)O,CC(=O)N[C@@H](CSC(F)(F)F)C(=O)O,0.15769105,39.04205,0.80365294,0,0.0
CC(F)(F)p1nn[nH]1,CC(F)(F)p1nn[nH]1,0.79033434,28.408596,0.6554408,0,0.0
O=C(CF)C(O)CC(F)(F)F,O=C(CF)C(O)CC(F)(F)F,0.61745393,26.916248,0.4470884,0,0.0
OCC(F)(F)c1c(F)cc(F)cc1F,OCC(F)(F)c1c(F)cc(F)cc1F,-0.11036551,28.216608,2.2499895,0,0.0
CCOC(=O)C(NC(=O)[O-])C(=O)OC(CC(C)=O)OC(F)(F)C(F)(F)F,CCOC(=O)C(NC(=O)[O-])C(=O)OC(CC(C)=O)OC(F)(F)C(F)(F)F,-1.0483456,36.15034,1.7470663,0,0.0
CCOC(OC(=O)c1ccc(N=C(F)F)nc1)C(F)(F)F,CCOC(OC(=O)c1ccc(N=C(F)F)nc1)C(F)(F)F,-0.47186232,32.013245,3.0198605,0,0.0
O=C1CC(C(F)(F)C(F)(F)F)CN1,O=C1CC(C(F)(F)C(F)(F)F)CN1,-0.15364687,28.13642,1.1223476,0,0.0
OCC1(F)C2C(F)(F)C(F)(F)C21F,OCC1(F)C2C(F)(F)C(F)(F)C21F,-0.60305977,20.145262,1.6310117,0,0.0
CC(=O)Nc1cc(F)c(C(F)(F)F)cc1F,CC(=O)Nc1cc(F)c(C(F)(F)F)cc1F,-0.37884888,31.671951,2.40554,0,0.0
OC1CCC(F)(C(F)(F)F)C1,OC1CCC(F)(C(F)(F)F)C1,0.4236862,23.94507,1.4195931,0,0.0
NC(=O)c1cc(F)cc(C(F)(F)F)c1,NC(=O)c1cc(F)cc(C(F)(F)F)c1,-0.06413807,33.305336,2.0363007,0,0.0
CC(F)(F)C(F)(F)C(F)(F)C(=O)CO,CC(F)(F)C(F)(F)C(F)(F)C(=O)CO,-0.16844687,22.01604,1.5055438,0,0.0
FC(F)(F)C1(Br)CCOC1,FC(F)(F)C1(Br)CCOC1,0.375637,27.85528,1.8094343,0,0.0
COC(=O)C(F)(F)C(F)(F)C(C)F,COC(=O)C(F)(F)C(F)(F)C(C)F,-0.1781069,19.348118,1.9531052,0,0.0
C[C@H](OCC(F)(F)F)OC(=O)[O-],C[C@H](OCC(F)(F)F)OC(=O)[O-],0.5494882,25.370365,1.0626173,0,0.0
FC(F)(F)C1COCC(I)(C(F)(F)F)O1,FC(F)(F)C1COCC(I)(C(F)(F)F)O1,-0.242214,25.795776,2.7552817,0,0.0
CCC(F)(F)C(F)(F)C(F)(F)CO,CCC(F)(F)C(F)(F)C(F)(F)CO,0.17619722,18.81278,2.3389237,0,0.0
Nc1nc(C(F)(F)F)ccc1F,Nc1nc(C(F)(F)F)ccc1F,0.13803859,28.719757,1.934769,0,0.0
CC1(F)C(C(=O)[O-])CC(O)C1(C(F)(F)F)C(F)(F)F,CC1(F)C(C(=O)[O-])CC(O)C1(C(F)(F)F)C(F)(F)F,-0.7524006,26.062037,1.9599733,0,0.0
CCc1cc(C(F)(F)C(F)F)ccc1C(=O)O,CCc1cc(C(F)(F)C(F)F)ccc1C(=O)O,-0.12502441,32.099712,3.4835339,0,0.0
COCC(F)(F)C(F)(F)COCC(I)CF,COCC(F)(F)C(F)(F)COCC(I)CF,0.6357479,26.300564,2.5003202,0,0.0
CC(=O)/N=C/c1cccc(C(F)(F)F)c1F,CC(=O)/N=C/c1cccc(C(F)(F)F)c1F,-0.290045,32.92376,2.1548193,0,0.0
CC(O)(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(N)=O,CC(O)(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(N)=O,-0.7944085,28.743673,1.3033266,0,0.0
COC(=O)c1cc(F)c(F)c(C(F)(F)F)c1,COC(=O)c1cc(F)c(F)c(C(F)(F)F)c1,-0.47767314,28.819485,3.3684185,0,0.0
O=C1CC(C(F)(F)F)OC(=O)N1,O=C1CC(C(F)(F)F)OC(=O)N1,-0.05570429,34.35263,0.2651578,0,0.0
COC(=O)C(C)(OC(F)F)C(F)(F)F,COC(=O)C(C)(OC(F)F)C(F)(F)F,0.24566615,21.543798,1.9356058,0,0.0
O=S1(=O)CCC1(F)C(F)(F)F,O=S1(=O)CCC1(F)C(F)(F)F,0.011557931,29.988667,0.74346614,0,0.0
O=C1CC(C(F)(F)F)OC(=O)O1,O=C1CC(C(F)(F)F)OC(=O)O1,-0.21777523,31.167538,0.37783185,0,0.0
COC(=O)C(N)(Br)C(F)(F)C(F)F,COC(=O)C(N)(Br)C(F)(F)C(F)F,0.03016817,28.429077,1.3446152,0,0.0
O=CNCC(O)C(F)(F)C(F)(F)C(F)(F)F,O=CNCC(O)C(F)(F)C(F)(F)C(F)(F)F,-0.2965848,26.064144,1.1921996,0,0.0
O=C1CCCC(C(O)(F)C(F)(F)F)O1,O=C1CCCC(C(O)(F)C(F)(F)F)O1,-0.13793783,30.517365,1.0339149,0,0.0
CC(C)(C(=O)Br)C(F)(F)F,CC(C)(C(=O)Br)C(F)(F)F,0.50910175,23.515219,2.4477537,0,0.0
O=C1CCC(C(F)(F)C(F)(F)F)C1,O=C1CCC(C(F)(F)C(F)(F)F)C1,-0.12774548,24.525202,1.7894096,0,0.0
COC(=O)C(N)CC(F)(F)C(F)F,COC(=O)C(N)CC(F)(F)C(F)F,0.13820699,26.559872,0.8822972,0,0.0
O=C(N1CC1)C(F)(F)F,O=C(N1CC1)C(F)(F)F,0.6726659,31.03331,0.388431,0,0.0
FC(F)(F)C(F)(P)Cl,FC(F)(F)C(F)(P)Cl,0.751736,17.437132,2.1441736,0,0.0
O=C1CC(C(F)(F)F)(C(F)(F)F)N1O,O=C1CC(C(F)(F)F)(C(F)(F)F)N1O,0.006811219,27.158646,1.1889286,0,0.0
C=C1OC(F)(F)C(F)(F)C1C,C=C1OC(F)(F)C(F)(F)C1C,-0.06971922,19.145985,2.3115056,0,0.0
FC(C(F)(F)F)C(F)(F)OC1=NCCN1,FC(C(F)(F)F)C(F)(F)OC1=NCCN1,-0.07478829,28.116007,1.5915695,0,0.0
CN(CCCCI)C(=O)CC(O)C(F)(F)F,CN(CCCCI)C(=O)CC(O)C(F)(F)F,1.386329,40.70797,1.9328196,0,0.0
FC(F)(F)C(F)(Cl)n1ccnc1,FC(F)(F)C(F)(Cl)n1ccnc1,0.20534205,28.233286,1.8263543,0,0.0
CC(C)=CC(=O)NC(N)CC(F)(F)F,CC(C)=CC(=O)NC(N)CC(F)(F)F,0.883752,32.278664,1.1456596,0,0.0
FC(F)(F)C1COCC2=NC2CC1(F)F,FC(F)(F)C1COCC2=NC2CC1(F)F,-0.25322804,28.16655,1.8744024,0,0.0
